,Trial,Arena,Assay,ChDate,Sex,LizID,Trt,TotalDist,Velocity,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   269,Arena 1,Social,CH1_27.12.15_DVR3,M,0142,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   269,Arena 2,Social,CH1_27.12.15_DVR3,M,0021,High,611.95,0.636864,16,556.16,317.04,488.28,33,36.16,239.12,3,19.44,320.56,7,46.2,315.52,6,253.04,275.2,16,193.88,248.68,26,196.96,239.12,1,960.92,239.12
Result 1,Trial   269,Arena 3,Social,CH1_27.12.15_DVR3,F,0114,Low,520.952,0.540519,18,742.8,506.6,236.2,25,106.36,237.76,0,0,-,1,3.16,511.24,4,159.44,461,8,31,459.36,22,266.8,237.76,1,963.84,236.2
Result 1,Trial   269,Arena 4,Social,CH1_27.12.15_DVR3,F,0053,High,325.844,0.363763,7,845.32,541.08,304.24,9,38.4,304.32,0,0,-,4,44.56,404.92,3,151.68,421.56,7,38.8,402.6,10,164.24,304.32,1,895.8,304.24
Result 1,Trial   270,Arena 1,Social,CH2_27.12.15_DVR3,F,0063,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   270,Arena 2,Social,CH2_27.12.15_DVR3,M,0011,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   270,Arena 3,Social,CH2_27.12.15_DVR3,F,0127,Low,303.375,0.593318,14,921.68,233,712,19,56.6,688.68,4,49.24,946.2,9,67.84,944.96,4,160.12,946.2,9,24.64,943.52,19,93.6,688.68,1,511.36,688.68
Result 1,Trial   270,Arena 4,Social,CH2_27.12.15_DVR3,F,0046,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   271,Arena 1,Social,CH3_27.12.15_DVR3,F,0097,Low,328.774,0.536056,14,910.36,323.68,586.68,17,61.88,594.64,2,3.84,787.88,5,28.32,766.4,3,83.72,601.56,7,25.4,598.92,17,180.56,594.64,1,613.36,586.68
Result 1,Trial   271,Arena 2,Social,CH3_27.12.15_DVR3,M,0146,High,411.828,0.443036,20,703.88,433.44,270.44,38,28.08,270.52,5,12.68,572.36,11,39.92,561.76,5,172.6,569.52,11,91.12,554.08,26,232.44,270.52,1,929.6,270.44
Result 1,Trial   271,Arena 3,Social,CH3_27.12.15_DVR3,F,0028,High,438.119,0.437646,31,682,483.08,198.92,41,105,199,2,17.16,883.52,16,48.16,819.96,3,335.24,791.4,5,19.16,482.48,33,163.64,199,1,1001.12,198.92
Result 1,Trial   271,Arena 4,Social,CH3_27.12.15_DVR3,F,0068,Low,600.858,0.684598,21,383.8,61.48,322.32,29,195.68,322.48,6,18.28,623.44,17,230.52,420.16,9,381.28,390.68,17,120.52,381.52,28,314.44,322.48,1,877.72,322.32
Result 1,Trial   272,Arena 1,Social,CH4_27.12.15_DVR3,F,0060,High,77.989,0.471746,3,1142.68,108,1034.68,5,10.28,1034.96,0,0,-,0,0,-,0,0,-,0,0,-,2,57.36,1034.96,1,165.36,1034.68
Result 1,Trial   272,Arena 2,Social,CH4_27.12.15_DVR3,F,0048,Low,706.765,0.588971,7,198.36,198.36,76.72,11,126.08,74.92,9,105.4,351.04,19,229.12,321.2,8,678.92,321.72,13,68.44,318.4,13,254.32,0,1,1200.04,0
Result 1,Trial   272,Arena 3,Social,CH4_27.12.15_DVR3,M,0002,High,1.87314E-12,5.85648E-15,7,1155.76,275.6,880.16,6,44.28,880.84,0,0,-,0,0,-,0,0,-,0,0,-,6,44.28,880.84,1,319.88,880.16
Result 1,Trial   272,Arena 4,Social,CH4_27.12.15_DVR3,M,0135,High,73.1875,0.197911,2,1122.2,292,907.96,3,12.56,830.2,0,0,-,2,4.88,859.52,1,26.32,864.56,2,34.92,841.6,3,16.6,830.2,1,369.84,830.2
Result 1,Trial   273,Arena 1,Social,CH1_28.12.15_DVR3,M,0142,High,193.346,0.470016,27,1032.92,244.28,788.64,35,58.92,788.68,0,0,-,0,0,-,1,63.72,1013.32,2,2.96,1011.12,27,100.44,788.68,1,411.4,788.64
Result 1,Trial   273,Arena 2,Social,CH1_28.12.15_DVR3,M,0021,High,556.419,0.63466,32,735.2,411.92,369.76,48,88.32,323.28,2,2.8,1190.48,8,45.56,328.44,9,203.36,329.92,14,73.04,325.96,38,188.44,323.28,1,876.76,323.28
Result 1,Trial   273,Arena 3,Social,CH1_28.12.15_DVR3,F,0114,Low,12.4265,0.0196536,11,1099.64,531.92,567.72,10,100.4,567.84,0,0,-,0,0,-,0,0,-,0,0,-,10,100.4,567.84,1,632.32,567.72
Result 1,Trial   273,Arena 4,Social,CH1_28.12.15_DVR3,F,0053,High,358.328,0.74484,3,788.4,69.48,718.92,6,39.08,719.24,2,0.92,771.28,7,32.96,770.76,3,203.28,770.92,8,45.92,731.32,8,162.44,719.24,1,481.12,718.92
Result 1,Trial   274,Arena 1,Social,CH2_28.12.15_DVR3,F,0063,High,89.0122,0.140905,10,1059.76,491.48,568.28,12,4.6,568.32,2,15.44,1092.76,4,68.56,1091.52,1,117.2,1082.8,2,1.88,1080.96,10,21.2,568.32,1,631.76,568.28
Result 1,Trial   274,Arena 2,Social,CH2_28.12.15_DVR3,M,0011,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   274,Arena 3,Social,CH2_28.12.15_DVR3,F,0127,Low,22.1886,0.0184905,3,1072.56,1072.56,125.16,3,3.68,123.8,0,0,-,0,0,-,0,0,-,0,0,-,3,127.48,0,1,1200.04,0
Result 1,Trial   274,Arena 4,Social,CH2_28.12.15_DVR3,F,0046,High,129.209,0.813042,9,1077.68,36.6,1058.84,16,42.96,1041.08,0,0,-,0,0,-,0,0,-,1,6.88,1106.28,10,115.48,1041.08,1,158.96,1041.08
Result 1,Trial   275,Arena 1,Social,CH3_28.12.15_DVR3,F,0097,Low,596.152,0.71708,33,756.28,387.64,368.64,41,113.96,406.08,1,4.28,876.76,6,9,873.48,6,108.56,437,15,68.28,419.08,41,266.92,406.08,1,831.4,368.64
Result 1,Trial   275,Arena 2,Social,CH3_28.12.15_DVR3,M,0146,High,274.313,0.455367,9,756.28,158.68,664.48,14,217.48,597.6,1,5.48,618.92,3,15.36,614.88,1,27.32,618.88,5,80.36,611.92,14,336.08,597.6,1,602.44,597.6
Result 1,Trial   275,Arena 3,Social,CH3_28.12.15_DVR3,F,0028,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   275,Arena 4,Social,CH3_28.12.15_DVR3,F,0068,Low,560.786,0.644463,24,400.56,70.72,329.84,31,89.32,330.08,6,27.88,424.24,16,409.16,383.28,8,526.2,385.4,14,61.24,379.04,30,212.04,330.08,1,870.2,329.84
Result 1,Trial   276,Arena 1,Social,CH4_28.12.15_DVR3,F,0060,High,46.0015,0.0637175,11,1183.48,705.44,478.04,11,3.96,478.08,0,0,-,0,0,-,0,0,-,0,0,-,10,16.56,478.08,1,722,478.04
Result 1,Trial   276,Arena 2,Social,CH4_28.12.15_DVR3,F,0048,Low,745.214,0.621012,15,73.12,73.12,27.4,20,197.32,13.8,10,72.32,264.92,24,266.32,250.72,9,806.8,252.04,14,59.36,249.16,21,260.76,0,1,1200.04,0
Result 1,Trial   276,Arena 3,Social,CH4_28.12.15_DVR3,M,0002,High,315.627,0.627689,8,942.4,245.24,734.2,19,44.6,697.16,2,5.52,907.56,4,9.36,906.32,2,37.12,908.28,7,48.16,904.44,13,172.36,697.16,1,502.88,697.16
Result 1,Trial   276,Arena 4,Social,CH4_28.12.15_DVR3,M,0135,High,144.904,0.586562,4,1094.24,141.28,952.96,4,8.28,953,2,2.36,975.44,4,14.28,969.84,1,40.16,975.24,3,20.76,966.96,5,44.88,953,1,247.08,952.96
Result 1,Trial   277,Arena 1,Social,CH1_29.12.15_DVR3,M,0142,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   277,Arena 2,Social,CH1_29.12.15_DVR3,M,0021,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   277,Arena 3,Social,CH1_29.12.15_DVR3,F,0114,Low,782.97,0.859236,13,402.88,114.24,278.76,37,158.24,278.8,0,0,-,6,16.64,301.76,8,303.52,285.16,15,80.44,281.76,20,413.2,278.8,1,911.4,278.76
Result 1,Trial   277,Arena 4,Social,CH1_29.12.15_DVR3,F,0053,High,348.599,0.532895,14,705.12,159.28,545.84,16,26.72,545.88,0,0,-,6,51.36,786.16,2,329.4,636.8,5,38.84,554.96,17,126.68,545.88,1,654.2,545.84
Result 1,Trial   278,Arena 1,Social,CH2_29.12.15_DVR3,F,0063,High,470.309,0.753508,12,775.16,199.32,638.56,23,25.44,575.84,1,40.92,789.76,3,45,787.68,5,149.4,603.4,12,116.4,594.8,19,159.08,575.84,1,624.2,575.84
Result 1,Trial   278,Arena 2,Social,CH2_29.12.15_DVR3,M,0011,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   278,Arena 3,Social,CH2_29.12.15_DVR3,F,0127,Low,167.476,0.233904,17,575.68,91.68,493.6,19,54.32,484,1,14.72,701.56,2,127.88,699.48,1,522.52,677.52,2,16.68,643.8,19,85.16,484,1,716.04,484
Result 1,Trial   278,Arena 4,Social,CH2_29.12.15_DVR3,F,0046,High,642.796,0.675235,23,310.96,62.92,248.04,29,121.44,249.24,3,15.8,339.92,19,60.12,338.12,5,508.48,340.36,9,62,332.16,27,318.6,249.24,1,952,248.04
Result 1,Trial   279,Arena 1,Social,CH3_29.12.15_DVR3,F,0097,Low,585.028,1.00888,25,737.64,117.52,620.12,35,45.76,620.24,3,25.44,665.48,8,61.76,660.8,8,202.2,665.08,16,65.04,659.12,33,195.16,620.24,1,579.92,620.12
Result 1,Trial   279,Arena 2,Social,CH3_29.12.15_DVR3,M,0146,High,236.681,0.197234,15,876.28,876.28,0,33,77.56,601.24,1,1.48,1002.2,2,42.36,962.36,2,116.32,914,5,66.08,904.96,17,141.36,601.24,1,1200.04,0
Result 1,Trial   279,Arena 3,Social,CH3_29.12.15_DVR3,F,0028,High,689.271,0.68196,12,416.12,226.84,189.28,25,101.36,189.48,6,48.52,350.4,20,120.04,214.96,8,510.24,220.44,16,74.56,212.68,20,199.12,189.48,1,1010.76,189.28
Result 1,Trial   279,Arena 4,Social,CH3_29.12.15_DVR3,F,0068,Low,855.333,0.812498,23,195.16,48,147.12,35,115.68,150.88,10,89.8,231.48,24,174.84,185.32,12,665.24,187.36,21,87.04,182.44,32,252.6,150.88,1,1052.88,147.12
Result 1,Trial   280,Arena 1,Social,CH4_29.12.15_DVR3,F,0060,High,71.9845,0.181963,9,1064.8,260.4,665.92,22,39.96,666.48,0,0,-,0,0,-,1,1.52,1051.88,2,5.84,1048.96,9,127.88,666.48,1,395.64,665.92
Result 1,Trial   280,Arena 2,Social,CH4_29.12.15_DVR3,F,0048,Low,679.548,0.801506,7,361.72,9.56,213.68,24,144.68,213.72,5,64.64,230,22,106,226.44,10,316.28,229,17,201.6,222.6,14,320.44,213.72,1,847.88,213.68
Result 1,Trial   280,Arena 3,Social,CH4_29.12.15_DVR3,M,0002,High,570.882,0.8446,4,533.48,9.4,717.92,12,100.88,385.6,3,26.52,523.44,10,78.76,476.52,5,261.68,476.88,11,77.2,394.8,11,327.68,385.6,1,675.96,385.6
Result 1,Trial   280,Arena 4,Social,CH4_29.12.15_DVR3,M,0135,High,402.659,0.379323,2,654.48,516,412.88,12,16.4,145.56,5,33.64,195.64,10,35.8,189.64,3,213,195.32,7,49.36,187.76,6,283.2,0,1,1061.56,0
Result 1,Trial   281,Arena 1,Social,CH1_02.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   281,Arena 2,Social,CH1_02.01.16_DVR3,F,0082,Low,805.773,1.02924,19,554.92,137.8,417.12,27,90.96,417.44,2,12.48,859.8,7,11.56,846.32,11,220.08,553.48,22,78.36,551.64,30,346.68,417.44,1,782.92,417.12
Result 1,Trial   281,Arena 3,Social,CH1_02.01.16_DVR3,F,0073,Low,0.261481,0.000446,2,1017.16,403.56,603.72,2,182.88,953.08,0,0,-,0,0,-,0,0,-,0,0,-,2,182.88,953.08,1,586.44,603.72
Result 1,Trial   281,Arena 4,Social,CH1_02.01.16_DVR3,F,0121,High,86.6512,0.124793,8,634.8,129.16,505.64,10,6.16,505.72,0,0,-,1,124.64,966.72,0,0,-,1,126.16,965.48,9,439.08,505.72,1,694.4,505.64
Result 1,Trial   282,Arena 1,Social,CH2_02.01.16_DVR3,M,0070,High,382.895,0.457112,13,572,209.64,362.36,19,63.12,362.76,5,28.64,431.64,8,14.84,425.24,6,446.6,427.32,10,24.08,424.56,16,157.36,362.76,1,837.68,362.36
Result 1,Trial   282,Arena 2,Social,CH2_02.01.16_DVR3,F,0072,Low,117.883,0.107722,16,885.16,779.48,105.68,19,200.92,106.08,0,0,-,0,0,-,0,0,-,1,10.32,1072.16,17,304.56,106.08,1,1094.36,105.68
Result 1,Trial   282,Arena 3,Social,CH2_02.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   282,Arena 4,Social,CH2_02.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   283,Arena 1,Social,CH3_02.01.16_DVR3,F,0085,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   283,Arena 2,Social,CH3_02.01.16_DVR3,F,0091,Low,9.03288E-13,7.5274E-16,1,1200.04,1200.04,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,1200.04,0
Result 1,Trial   283,Arena 3,Social,CH3_02.01.16_DVR3,F,0139,Low,407.792,0.677306,7,620.4,22.48,829.44,12,8.96,597.92,3,45.36,665.68,6,35,662.32,5,334.28,617.04,8,107.28,612.24,11,138.08,597.92,1,602.12,597.92
Result 1,Trial   283,Arena 4,Social,CH3_02.01.16_DVR3,M,0133,High,535.445,0.692219,4,443.28,16.8,897.76,13,337.28,426.48,14,53.12,730.36,27,147.36,730.04,17,311.2,730.4,22,87.92,729.84,10,357.64,426.48,1,773.56,426.48
Result 1,Trial   284,Arena 1,Social,CH4_02.01.16_DVR3,M,0042,High,130.243,0.268167,2,1061.56,347.24,755.16,5,25.52,714.32,0,0,-,1,30.64,718.56,2,64.44,719.36,4,9.56,717.84,5,64.48,714.32,1,485.72,714.32
Result 1,Trial   284,Arena 2,Social,CH4_02.01.16_DVR3,F,0098,High,607.876,0.506563,8,151.24,151.24,374.64,15,447.36,0,3,29.68,635.04,8,40.2,606.56,6,285.64,487.8,12,91.08,474.72,14,672.08,0,1,1200.04,0
Result 1,Trial   284,Arena 3,Social,CH4_02.01.16_DVR3,F,0079,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   284,Arena 4,Social,CH4_02.01.16_DVR3,F,0130,Low,202.289,0.168574,0,0,0,-,1,2.6,935.96,0,0,-,0,0,-,1,127.76,967.76,2,106.2,966.08,1,966.08,0,1,1200.04,0
Result 1,Trial   285,Arena 1,Social,CH1_03.01.16_DVR3,F,0086,High,223.595,0.345587,1,656.28,103.28,792.52,68,135.04,553,1,3.88,688.44,3,47.56,553.76,1,228.68,554.96,3,13.16,553.24,4,301.92,553,1,647.04,553
Result 1,Trial   285,Arena 2,Social,CH1_03.01.16_DVR3,F,0082,Low,635.744,0.803112,11,619.52,211.12,408.4,13,40.12,424.88,3,84.88,791.44,8,42.44,790.84,6,366.32,428.68,11,76.72,427.72,16,137.48,424.88,1,791.64,408.4
Result 1,Trial   285,Arena 3,Social,CH1_03.01.16_DVR3,F,0073,Low,359.947,0.367338,20,831.44,611.32,220.12,21,100.68,220.2,2,8.76,1052.52,4,20.08,1051.68,4,203.88,815.88,7,24,808.96,23,140.72,220.2,1,979.92,220.12
Result 1,Trial   285,Arena 4,Social,CH1_03.01.16_DVR3,F,0121,High,705.574,0.600754,3,25.76,0.24,530.4,10,120.48,25.52,5,16.48,61.44,8,292.84,28.16,10,683.24,28.96,16,100.64,27.64,10,390.4,25.52,1,1174.52,25.52
Result 1,Trial   286,Arena 1,Social,CH2_03.01.16_DVR3,M,0070,High,120.415,0.139312,14,946,610.36,372.84,21,197.64,335.64,0,0,-,0,0,-,0,0,-,1,9,441.28,15,245.04,335.64,1,864.4,335.64
Result 1,Trial   286,Arena 2,Social,CH2_03.01.16_DVR3,F,0072,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   286,Arena 3,Social,CH2_03.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   286,Arena 4,Social,CH2_03.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   287,Arena 1,Social,CH3_03.01.16_DVR3,F,0085,High,372.456,0.620471,11,620.96,21.24,599.72,13,84.84,600.12,0,0,-,2,10.6,622.12,5,329.16,621.92,10,101.44,618.88,16,148.48,600.12,1,600.32,599.72
Result 1,Trial   287,Arena 2,Social,CH3_03.01.16_DVR3,F,0091,Low,388.396,0.807812,6,964.56,245.48,897.16,12,36.04,718.92,0,0,-,0,0,-,6,70.12,722.68,11,35.12,721.76,12,130.24,718.84,1,480.96,718.84
Result 1,Trial   287,Arena 3,Social,CH3_03.01.16_DVR3,F,0139,Low,430.376,0.49697,4,645.72,311.88,475.36,8,34,257.84,1,12,291.24,2,2.4,291,4,259.4,291.32,9,77.08,283.48,10,217.84,257.84,2,866.2,257.84
Result 1,Trial   287,Arena 4,Social,CH3_03.01.16_DVR3,M,0133,High,252.746,0.255412,2,568.68,358.24,210.44,3,10.36,211.76,0,0,-,2,37.88,216.92,2,612.16,216.72,3,5.24,214.24,3,13.96,211.76,1,989.6,210.44
Result 1,Trial   288,Arena 1,Social,CH4_03.01.16_DVR3,M,0042,High,698.251,0.819313,26,622.2,274.44,347.76,37,146.28,347.92,2,6.36,595.92,5,11.68,593.84,2,65.32,596.84,10,44.52,576.84,33,468,347.92,1,852.28,347.76
Result 1,Trial   288,Arena 2,Social,CH4_03.01.16_DVR3,F,0098,High,681.899,0.735852,14,356.84,83.52,273.32,20,91.04,296.76,6,45.6,310.36,22,171.68,309.24,7,613.16,309.96,12,59.04,300.96,19,171,296.76,1,926.72,273.32
Result 1,Trial   288,Arena 3,Social,CH4_03.01.16_DVR3,F,0079,High,6.3727E-13,1.33801E-15,2,1199.76,476.04,723.72,1,0.28,724.56,0,0,-,0,0,-,0,0,-,0,0,-,1,0.28,724.56,1,476.32,723.72
Result 1,Trial   288,Arena 4,Social,CH4_03.01.16_DVR3,F,0130,Low,370.179,0.383716,6,325.08,89.92,366.08,12,17.76,225.28,3,84.6,321.36,7,550.68,317.12,5,683.68,227.28,9,74.4,226.2,11,116.88,225.28,1,964.88,225.28
Result 1,Trial   289,Arena 1,Social,CH1_04.01.16_DVR3,F,0086,High,650.507,0.688892,11,350.36,94.64,499.52,31,160.48,255.72,8,24.16,429.96,40,120.6,256.84,15,312.72,260,24,184.36,256.16,21,352.6,255.72,1,944.32,255.72
Result 1,Trial   289,Arena 2,Social,CH1_04.01.16_DVR3,F,0082,Low,886.403,1.23413,12,545.16,63.4,481.76,21,70.56,493.6,2,3.6,586.08,4,12.72,583.88,10,219.8,522.08,19,87.2,519.92,21,347.88,493.6,1,718.28,481.76
Result 1,Trial   289,Arena 3,Social,CH1_04.01.16_DVR3,F,0073,Low,16.4942,0.0409937,4,1128.44,330.8,817.68,5,71.6,797.64,0,0,-,0,0,-,0,0,-,0,0,-,5,71.6,797.64,1,402.4,797.64
Result 1,Trial   289,Arena 4,Social,CH1_04.01.16_DVR3,F,0121,High,214.47,0.280882,5,892.12,455.68,436.44,8,9.4,436.96,3,6.08,851.28,7,50.48,842.08,3,170.12,807.24,4,31.48,805.56,6,106.32,436.96,1,763.6,436.44
Result 1,Trial   290,Arena 1,Social,CH2_04.01.16_DVR3,M,0070,High,599.278,0.499399,21,351.88,351.88,0,29,227.48,270.36,0,0,-,2,2.56,609,5,234.68,457.92,11,32.2,453.28,27,581.28,270.36,1,1200.04,0
Result 1,Trial   290,Arena 2,Social,CH2_04.01.16_DVR3,F,0072,Low,459.981,0.553367,9,374.92,6.16,368.76,17,13.36,369.24,3,7.16,892.4,6,22.32,490.84,4,416.48,425.2,9,54.16,413.56,14,354.48,369.24,1,831.28,368.76
Result 1,Trial   290,Arena 3,Social,CH2_04.01.16_DVR3,F,0122,High,110.985,0.310466,2,947.92,105.4,842.52,2,0.24,843,2,1.56,1120.44,4,56,949,1,245.52,954.52,1,6.12,948.4,2,0.48,843,1,357.52,842.52
Result 1,Trial   290,Arena 4,Social,CH2_04.01.16_DVR3,M,0104,High,53.6443,0.606561,8,1144.72,33.16,1111.56,22,27.88,1111.68,1,0.32,1153.44,2,3.16,1151.36,1,3.44,1153.32,2,5.52,1150,8,46.36,1111.68,1,88.48,1111.56
Result 1,Trial   291,Arena 1,Social,CH3_04.01.16_DVR3,F,0085,High,498.539,0.634919,5,435.4,20.6,414.8,7,58.28,434.12,1,28.92,898.92,4,13.4,531.32,4,351.76,633.16,9,95.76,481.12,10,317.12,434.12,1,785.24,414.8
Result 1,Trial   291,Arena 2,Social,CH3_04.01.16_DVR3,F,0091,Low,105.942,0.684028,1,1121.48,76.36,1123.68,4,1.92,1045.12,0,0,-,0,0,-,3,1.12,1113.8,5,16.92,1046.88,3,60.52,1045.12,1,154.92,1045.12
Result 1,Trial   291,Arena 3,Social,CH3_04.01.16_DVR3,F,0139,Low,389.847,0.511637,21,767.36,329.32,438.04,27,38.56,438.08,0,0,-,1,3.28,594.92,4,138.56,512.84,9,58.24,498.44,26,235.88,438.08,1,762,438.04
Result 1,Trial   291,Arena 4,Social,CH3_04.01.16_DVR3,M,0133,High,496.207,0.413506,5,760.64,760.64,0,9,51.64,373.44,5,6.68,492.64,11,34.4,374.28,3,264.2,374.56,8,26.04,373.68,10,149.16,373.44,1,1200.04,0
Result 1,Trial   292,Arena 1,Social,CH4_04.01.16_DVR3,M,0042,High,258.67,0.589064,24,1052.48,291.6,777.44,29,27.24,760.88,0,0,-,2,0.08,902.24,3,37.68,870.16,5,15.64,864.12,27,94.24,760.88,1,439.16,760.88
Result 1,Trial   292,Arena 2,Social,CH4_04.01.16_DVR3,F,0098,High,360.639,0.80586,11,783.92,31.44,752.48,19,30.44,753.04,2,8.64,877.2,6,90.76,761.76,4,277.28,762.2,8,53.68,757.88,15,85.16,753.04,1,447.56,752.48
Result 1,Trial   292,Arena 3,Social,CH4_04.01.16_DVR3,F,0079,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   292,Arena 4,Social,CH4_04.01.16_DVR3,F,0130,Low,279.746,0.472097,12,935.4,327.96,689.52,14,18.16,607.44,0,0,-,5,28.56,1107.6,4,139.08,627.12,7,62.32,623.52,15,63.24,607.44,1,592.6,607.44
Result 1,Trial   293,Arena 1,Social,CH1_05.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   293,Arena 2,Social,CH1_05.01.16_DVR3,F,0082,Low,764.309,0.967872,12,577.12,166.8,410.8,17,131.76,410.32,1,1.08,835.96,3,6.88,763.08,7,165.64,486.12,16,79.36,472.2,21,377.92,410.32,1,789.72,410.32
Result 1,Trial   293,Arena 3,Social,CH1_05.01.16_DVR3,F,0073,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   293,Arena 4,Social,CH1_05.01.16_DVR3,F,0121,High,390.132,0.572008,14,545.76,27.8,517.96,17,95.92,518,2,16,639.84,11,47.44,628.96,5,443.52,631.44,7,48.6,627.56,16,162.16,518,1,682.08,517.96
Result 1,Trial   294,Arena 1,Social,CH2_05.01.16_DVR3,M,0070,High,496.22,0.413517,26,195.16,195.16,355.4,41,267.8,0,5,22.24,733.52,13,60.88,606.92,5,188.4,580.6,10,51.6,577.84,32,764.88,0,1,1200.04,0
Result 1,Trial   294,Arena 2,Social,CH2_05.01.16_DVR3,F,0072,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   294,Arena 3,Social,CH2_05.01.16_DVR3,F,0122,High,393.55,0.756303,21,820.72,141.08,693.12,33,41.4,679.64,3,5.56,1001.64,9,54.04,903.08,4,95,901.92,7,63.84,889.96,25,220.48,679.64,1,520.4,679.64
Result 1,Trial   294,Arena 4,Social,CH2_05.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   295,Arena 1,Social,CH3_05.01.16_DVR3,F,0085,High,328.134,0.732769,6,762.12,9.92,752.2,7,15.2,752.28,3,32.96,762.76,4,9.96,758.6,3,165.32,762.6,5,20,757.44,8,252.6,752.28,1,447.84,752.2
Result 1,Trial   295,Arena 2,Social,CH3_05.01.16_DVR3,F,0091,Low,36.6552,0.29296,4,1173.04,98.16,1074.88,4,11.72,1074.96,0,0,-,0,0,-,0,0,-,0,0,-,3,27,1074.96,1,125.16,1074.88
Result 1,Trial   295,Arena 3,Social,CH3_05.01.16_DVR3,F,0139,Low,287.227,0.410301,7,814.24,314.28,499.96,8,9.04,501.4,1,15.44,595.24,3,17.24,590.72,4,277.68,522.76,7,53.44,519.12,9,54.68,501.4,1,700.08,499.96
Result 1,Trial   295,Arena 4,Social,CH3_05.01.16_DVR3,M,0133,High,334.088,0.30648,5,754.4,644.6,156.72,8,78.6,84.6,6,7.32,765.04,17,108.08,764.24,3,340.6,764.68,5,18.8,764.04,8,86.24,84.6,1,1090.24,84.6
Result 1,Trial   296,Arena 1,Social,CH4_05.01.16_DVR3,M,0042,High,642.213,0.913116,9,653.28,156.6,496.68,21,73.44,496.72,0,0,-,4,10.64,688.6,7,293.72,690.84,13,43.8,684.4,15,209.24,496.72,1,703.36,496.68
Result 1,Trial   296,Arena 2,Social,CH4_05.01.16_DVR3,F,0098,High,274.932,0.259194,13,573.6,434.44,129.28,19,73.88,467.8,2,250.2,782.48,5,117.8,676.28,3,458.52,551.36,5,30.8,547.48,15,137.12,467.8,1,1060.88,129.28
