,Trial,Arena,Assay,ChDate,Sex,LizID,Trt,TotalDist,Velocity,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   107,Arena 4,Exploration,CH3_14.01.16_DVR3,M,0133,High,74.5756,0.0621463,6,1119.64,1119.64,70.52,6,12.16,68.24,0,0,-,1,1.4,59.28,1,62.36,0,1,2.2,62.36,6,15.84,64.56,1,1200.04,0
Result 1,Trial   108,Arena 1,Exploration,CH4_14.01.16_DVR3,M,0042,High,488.537,0.407114,37,750.48,750.48,124.08,46,119.56,123.88,5,2.4,121.2,13,39.92,95.72,7,204.32,0,15,57.88,121.64,45,187.36,122.96,1,1200.04,0
Result 1,Trial   108,Arena 2,Exploration,CH4_14.01.16_DVR3,F,0098,High,598.832,0.502865,78,634.76,625.84,0,90,192.92,180.4,4,10.2,396.32,10,37.36,152.44,6,182.92,83.96,12,53.2,171.6,83,329.16,176.92,2,1191.12,0
Result 1,Trial   108,Arena 3,Exploration,CH4_14.01.16_DVR3,F,0079,High,151.718,0.126432,5,363.2,363.2,768.6,7,686.44,95.68,0,0,-,2,1.04,1131.28,1,37.6,1099.72,3,40.64,10.12,7,758.6,0,1,1200.04,0
Result 1,Trial   108,Arena 4,Exploration,CH4_14.01.16_DVR3,F,0130,Low,384.37,0.320308,18,857.72,857.72,102.84,25,90.2,101.2,1,0.64,970.68,3,4.48,969.84,4,165.44,0,8,22.72,99.04,22,154.16,100.8,1,1200.04,0
Result 1,Trial   109,Arena 1,Exploration,CH1_15.01.16_DVR3,F,0086,High,191.408,0.159507,9,823.28,823.28,152.84,11,68.6,152.48,1,9.52,137.04,2,4.08,135.36,2,171.84,0,4,29.28,147.92,12,175.64,151.48,1,1200.04,0
Result 1,Trial   109,Arena 2,Exploration,CH1_15.01.16_DVR3,F,0082,Low,654.657,0.545548,20,542.88,542.88,227.72,27,180.04,187.44,0,0,-,0,0,-,5,203.84,0,10,26.48,152.4,26,426.84,157.12,1,1200.04,0
Result 1,Trial   109,Arena 3,Exploration,CH1_15.01.16_DVR3,F,0073,Low,54.7921,0.0456601,3,1041.8,1041.8,158.08,3,1.12,157.12,1,1.08,152.64,2,2.52,151.4,1,154.24,0,1,2.4,154.24,3,1.6,156.64,1,1200.04,0
Result 1,Trial   109,Arena 4,Exploration,CH1_15.01.16_DVR3,F,0121,High,384.674,0.320561,29,549.6,549.6,285.48,33,300,231.6,0,0,-,0,0,-,3,218.48,0,5,16.16,158.88,31,415.8,164.48,1,1200.04,0
Result 1,Trial   110,Arena 1,Exploration,CH2_15.01.16_DVR3,M,0070,High,48.0771,0.0400643,5,1164.28,1164.28,32.68,5,6.04,29.72,1,9.16,0,1,0.28,9.16,1,9.28,0,1,12.68,9.28,5,13.8,21.96,1,1200.04,0
Result 1,Trial   110,Arena 2,Exploration,CH2_15.01.16_DVR3,F,0072,Low,102.325,0.085271,2,1049.76,1049.76,150.24,2,0.84,149.44,0,0,-,4,2.36,31.28,1,147.04,0,1,1.16,147.04,2,2.08,148.2,1,1200.04,0
Result 1,Trial   110,Arena 3,Exploration,CH2_15.01.16_DVR3,F,0122,High,229.144,0.190954,8,982.12,982.12,111.8,10,8.8,111.08,3,11.64,93.48,7,22.36,89.48,4,170.8,0,6,33.76,101.32,10,13.36,109.96,1,1200.04,0
Result 1,Trial   110,Arena 4,Exploration,CH2_15.01.16_DVR3,M,0104,High,284.15,0.236792,1,917.64,917.64,282.4,3,4.52,183.12,0,0,-,0,0,-,3,197.64,0,5,14.4,139.08,3,70.36,142.2,1,1200.04,0
Result 1,Trial   111,Arena 1,Exploration,CH3_15.01.16_DVR3,F,0085,High,70.6296,0.058858,7,964.84,964.84,233.08,7,2.36,232.84,1,3.44,210.88,2,7,205.6,1,215.08,0,1,4.52,215.08,7,15.6,219.6,1,1200.04,0
Result 1,Trial   111,Arena 2,Exploration,CH3_15.01.16_DVR3,F,0091,Low,152.531,0.127109,2,1051.48,1051.48,75.8,5,44.44,44.52,0,0,-,0,0,-,2,52.36,0,3,7,41.88,3,89.2,42.56,1,1200.04,0
Result 1,Trial   111,Arena 3,Exploration,CH3_15.01.16_DVR3,F,0139,Low,232.22,0.193517,5,609.64,609.64,414.24,14,37.92,412.52,1,7.08,651.32,3,8.6,645.68,3,477.52,0,5,29.52,406.24,7,83.36,408.88,1,1200.04,0
Result 1,Trial   111,Arena 4,Exploration,CH3_15.01.16_DVR3,M,0133,High,39.6518,0.0330431,2,1151.56,1151.56,46.72,2,3.16,45.32,1,4.2,39.44,2,39.72,0,1,44,0,1,0.8,44,2,3.68,44.8,1,1200.04,0
Result 1,Trial   112,Arena 1,Exploration,CH4_15.01.16_DVR3,M,0042,High,595.735,0.496446,32,455.88,455.88,217.44,48,159.28,216.84,2,0.8,215.56,5,8.2,215.28,6,276.48,0,13,42.16,215.8,40,425.52,216.4,1,1200.04,0
Result 1,Trial   112,Arena 2,Exploration,CH4_15.01.16_DVR3,F,0098,High,495.043,0.412536,31,390.48,390.48,263.16,47,293.6,262.48,4,5.8,421,14,11.16,257.16,7,320.44,0,12,76.08,258.08,37,413.04,260.68,1,1200.04,0
Result 1,Trial   112,Arena 3,Exploration,CH4_15.01.16_DVR3,F,0079,High,226.424,0.188687,15,352.8,352.8,724.28,18,25.52,719.76,1,1.8,707.48,2,8.96,705.04,2,740.72,0,3,25.44,710.96,16,81.08,718.92,1,1200.04,0
Result 1,Trial   112,Arena 4,Exploration,CH4_15.01.16_DVR3,F,0130,Low,72.1993,0.0601661,8,1105.08,1105.08,86.4,8,12.04,82.92,0,0,-,0,0,-,1,76.28,0,1,2.16,76.28,8,16.52,78.44,1,1200.04,0
Result 1,Trial   113,Arena 1,Novel,CH1_16.12.15_DVR3,M,0142,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   113,Arena 2,Novel,CH1_16.12.15_DVR3,M,0021,High,451.207,0.513319,17,838.04,517.04,321,25,39.68,321.08,3,13.08,758.56,8,34.36,684.72,5,132.04,684.8,10,53.72,680.48,22,176.24,321.08,1,879.04,321
Result 1,Trial   113,Arena 3,Novel,CH1_16.12.15_DVR3,F,0114,Low,499.81,0.963174,3,702.84,21.76,681.08,10,12.12,681.12,0,0,-,2,16.64,716.52,6,161.08,715.44,11,47.68,711.6,8,288.44,681.12,1,518.96,681.08
Result 1,Trial   113,Arena 4,Novel,CH1_16.12.15_DVR3,F,0053,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   114,Arena 1,Novel,CH2_16.12.15_DVR3,F,0063,High,251.299,0.657437,6,849.56,31.8,853.16,11,72.68,826.16,4,31.08,862.56,6,99.6,857.6,3,206.88,857.4,5,20.12,854.28,9,123.48,817.76,1,382.28,817.76
Result 1,Trial   114,Arena 2,Novel,CH2_16.12.15_DVR3,M,0011,High,7.05666,0.0254716,7,1199.16,276.2,922.96,6,0.88,923,0,0,-,0,0,-,0,0,-,0,0,-,6,0.88,923,1,277.08,922.96
Result 1,Trial   114,Arena 3,Novel,CH2_16.12.15_DVR3,F,0127,Low,6.6596,0.0255431,0,939.28,0,-,1,260.76,939.28,0,0,-,0,0,-,0,0,-,0,0,-,1,260.76,939.28,1,260.76,939.28
Result 1,Trial   114,Arena 4,Novel,CH2_16.12.15_DVR3,F,0046,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   115,Arena 1,Novel,CH3_16.12.15_DVR3,F,0097,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   115,Arena 2,Novel,CH3_16.12.15_DVR3,M,0146,High,1041.04,1.01851,34,485.52,307.64,177.88,52,104.56,177.92,0,0,-,5,14.44,197.72,11,284.4,197.24,22,126.52,195.8,45,303.6,177.92,1,1022.16,177.88
Result 1,Trial   115,Arena 3,Novel,CH3_16.12.15_DVR3,F,0028,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   115,Arena 4,Novel,CH3_16.12.15_DVR3,F,0068,Low,31.2169,0.850134,0,1163.28,0,-,5,17.96,1163.28,1,9.12,1190.92,1,2.56,1188.36,1,8.56,1191.48,1,5.16,1186.32,1,23.04,1163.28,1,36.76,1163.28
Result 1,Trial   116,Arena 1,Novel,CH4_16.12.15_DVR3,F,0060,High,47.2882,0.151429,3,1181.96,294.24,887.72,3,1.04,887.8,0,0,-,1,8.72,891.56,2,9.48,892.92,3,5.88,889.52,3,2.72,887.8,1,312.32,887.72
Result 1,Trial   116,Arena 2,Novel,CH4_16.12.15_DVR3,F,0048,Low,1073.82,1.124,18,311.68,67.04,244.64,40,86.12,247.2,5,33.52,338.8,13,129.04,301.96,11,417.6,301.48,21,75.68,290.64,28,395.08,247.2,1,955.4,244.64
Result 1,Trial   116,Arena 3,Novel,CH4_16.12.15_DVR3,M,0002,High,465.779,0.806572,9,706.4,83.88,622.52,19,77,662.6,1,0.96,698.6,9,14.76,695.52,4,254.52,695.92,8,44.88,690.48,13,194.24,662.6,1,577.52,622.52
Result 1,Trial   116,Arena 4,Novel,CH4_16.12.15_DVR3,M,0135,High,295.54,0.246283,9,506.04,506.04,421.76,14,103.44,0,0,0,-,1,26.64,556.04,4,83.96,518.4,6,33.84,511.64,11,576.2,0,1,1200.04,0
Result 1,Trial   117,Arena 1,Novel,CH1_17.12.15_DVR3,M,0142,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   117,Arena 2,Novel,CH1_17.12.15_DVR3,M,0021,High,138.284,0.543739,16,1064.16,118.48,945.68,18,26,946.32,0,0,-,1,5.28,1009.64,1,21.4,1060.08,3,23.44,1008.16,17,91.04,946.32,1,254.36,945.68
Result 1,Trial   117,Arena 3,Novel,CH1_17.12.15_DVR3,F,0114,Low,134.766,0.84588,1,1098.84,58.16,1141.88,4,6.4,1040.68,0,0,-,3,19.04,1043.84,1,68.24,1068.76,3,17.04,1042.88,3,15.92,1040.68,1,159.36,1040.68
Result 1,Trial   117,Arena 4,Novel,CH1_17.12.15_DVR3,F,0053,High,259.231,1.21659,8,1067.84,80.92,986.92,11,11.68,987.04,3,3.76,998.88,4,7.44,996.4,1,21,1151.84,5,29.76,992.2,11,81.44,987.04,1,213.12,986.92
Result 1,Trial   118,Arena 1,Novel,CH2_17.12.15_DVR1,F,0063,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   118,Arena 2,Novel,CH2_17.12.15_DVR1,M,0011,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   118,Arena 3,Novel,CH2_17.12.15_DVR1,F,0127,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   118,Arena 4,Novel,CH2_17.12.15_DVR1,F,0046,High,311.947,0.553923,32,925.84,289,636.84,35,48.44,637,0,0,-,2,20.8,859.68,2,53.8,892,5,47.4,857.64,34,173,637,1,563.2,636.84
Result 1,Trial   119,Arena 1,Novel,CH3_17.12.15_DVR1,F,0097,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   119,Arena 2,Novel,CH3_17.12.15_DVR1,M,0146,High,137.063,0.42142,4,876.12,1.36,936.56,13,208,874.76,0,0,-,1,8.44,970.12,1,18.04,964.04,3,8.08,957.84,7,297.8,874.76,1,325.28,874.76
Result 1,Trial   119,Arena 3,Novel,CH3_17.12.15_DVR1,F,0028,High,503.197,0.490312,20,252.24,78.52,173.72,23,53.56,185.76,29,351.08,229.8,40,312.56,218.28,7,762.8,207.84,11,72.64,205.36,24,112.36,185.76,1,1026.32,173.72
Result 1,Trial   119,Arena 4,Novel,CH3_17.12.15_DVR1,F,0068,Low,107.96,0.281264,8,819.56,3.4,816.16,22,82.04,816.2,5,42.32,938.4,7,221.08,934,1,262.04,938,1,4.84,933.16,8,113.6,816.2,1,383.88,816.16
Result 1,Trial   120,Arena 1,Novel,CH4_17.12.15_DVR1,F,0060,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   120,Arena 2,Novel,CH4_17.12.15_DVR1,F,0048,Low,852.924,1.10328,10,504.92,78,491.52,26,144.2,426.92,0,0,-,11,41.72,430.64,8,204.48,438.88,18,114.28,428.76,21,376.36,426.92,1,773.12,426.92
Result 1,Trial   120,Arena 3,Novel,CH4_17.12.15_DVR1,M,0002,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   120,Arena 4,Novel,CH4_17.12.15_DVR1,M,0135,High,210.691,0.535075,16,1008.24,202,807.04,22,27.56,806.24,0,0,-,2,12.44,917.08,1,31.6,1020.48,4,74.24,914.16,20,85.96,806.24,1,393.8,806.24
Result 1,Trial   121,Arena 1,Novel,CH1_18.12.15_DVR1,M,0142,High,1.92238E-13,6.65366E-16,1,1200.04,288.96,911.08,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,288.96,911.08
Result 1,Trial   121,Arena 2,Novel,CH1_18.12.15_DVR1,M,0021,High,425.098,0.70051,14,811.88,218.72,593.68,20,28,593.16,0,0,-,4,10.08,653.32,3,87.96,640.08,8,51.24,634.56,20,248.96,593.16,1,606.88,593.16
Result 1,Trial   121,Arena 3,Novel,CH1_18.12.15_DVR1,F,0114,Low,77.546,0.884824,1,1161,48.64,1151.4,2,5.2,1112.36,0,0,-,0,0,-,1,12.56,1121.24,2,4.64,1118.32,2,21.84,1112.36,1,87.68,1112.36
Result 1,Trial   121,Arena 4,Novel,CH1_18.12.15_DVR1,F,0053,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   122,Arena 1,Novel,CH2_18.12.15_DVR1,F,0063,High,9.91395,0.0180345,10,1197.28,547,650.28,9,2.76,650.52,0,0,-,0,0,-,0,0,-,0,0,-,9,2.76,650.52,1,549.76,650.28
Result 1,Trial   122,Arena 2,Novel,CH2_18.12.15_DVR1,M,0011,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   122,Arena 3,Novel,CH2_18.12.15_DVR1,F,0127,Low,122.224,0.275752,14,1121.68,364.92,757.08,19,32.56,756.76,0,0,-,3,17.76,773.08,1,15.72,819.48,3,14.84,772.04,16,47.8,756.76,1,443.28,756.76
Result 1,Trial   122,Arena 4,Novel,CH2_18.12.15_DVR1,F,0046,High,1054.28,1.06618,206,808.84,597.68,211.16,255,162.56,211.24,0,0,-,5,8,390.32,6,75.44,265.2,18,41.96,226.56,217,273.8,211.24,1,988.88,211.16
Result 1,Trial   123,Arena 1,Novel,CH3_18.12.15_DVR1,F,0097,Low,155.686,0.66658,31,1095.56,129.12,966.44,33,53.16,966.6,0,0,-,2,12.48,1014.36,1,6.48,1193.56,3,29.24,1013.32,33,68.76,966.6,1,233.6,966.44
Result 1,Trial   123,Arena 2,Novel,CH3_18.12.15_DVR1,M,0146,High,549.634,0.718852,21,690.44,255.04,435.4,37,43.96,435.48,0,0,-,3,17.32,602.8,3,73.92,583.12,12,71.4,536.96,30,364.28,435.48,1,764.64,435.4
Result 1,Trial   123,Arena 3,Novel,CH3_18.12.15_DVR1,F,0028,High,496.479,0.413732,26,582.28,582.28,47.28,35,236.72,0,8,98.92,475.04,13,76.88,459.56,4,210.64,464.24,8,43.04,458.36,31,364.08,0,1,1200.04,0
Result 1,Trial   123,Arena 4,Novel,CH3_18.12.15_DVR1,F,0068,Low,488.175,0.857349,18,740.04,109.44,630.6,31,61.52,630.64,0,0,-,6,39.12,729.04,4,202.68,727.76,8,60.24,723.36,21,197.08,630.64,1,569.44,630.6
Result 1,Trial   124,Arena 1,Novel,CH4_18.12.15_DVR1,F,0060,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   124,Arena 2,Novel,CH4_18.12.15_DVR1,F,0048,Low,534.118,0.730228,20,576.88,108.32,468.56,30,52.56,468.96,0,0,-,3,26.24,547.84,4,85.64,603.8,10,68.32,545.88,26,469.2,468.96,1,731.48,468.56
Result 1,Trial   124,Arena 3,Novel,CH4_18.12.15_DVR1,M,0002,High,260.587,0.342698,15,834.68,395.08,439.6,25,210.44,441.04,1,2.68,963.56,3,15.08,707.76,2,9.76,710.68,5,15.24,706.6,17,340.36,441.04,1,760.44,439.6
Result 1,Trial   124,Arena 4,Novel,CH4_18.12.15_DVR1,M,0135,High,352.877,0.294064,19,684.88,684.88,144,25,311.28,0,0,0,-,6,32.56,805.88,3,58.64,827.92,10,61.92,804.16,26,394.6,0,1,1200.04,0
Result 1,Trial   125,Arena 1,Novel,CH1_19.12.15_DVR1,M,0142,High,2.39034E-13,4.72773E-15,2,1200,50.56,1149.44,1,0.04,1149.48,0,0,-,0,0,-,0,0,-,0,0,-,1,0.04,1149.48,1,50.6,1149.44
Result 1,Trial   125,Arena 2,Novel,CH1_19.12.15_DVR1,M,0021,High,375.787,0.755624,21,820.88,118.2,702.68,28,53.6,702.72,0,0,-,4,47.04,709.84,4,142.64,771.76,8,69.64,708.2,25,166.88,702.72,1,497.36,702.68
Result 1,Trial   125,Arena 3,Novel,CH1_19.12.15_DVR1,F,0114,Low,198.153,0.979985,2,1021.96,24.16,997.8,3,12.72,997.84,0,0,-,0,0,-,2,93.6,1045.36,3,26.28,1043.36,3,58.2,997.84,1,202.24,997.8
Result 1,Trial   125,Arena 4,Novel,CH1_19.12.15_DVR1,F,0053,High,203.799,0.170048,7,971.68,970.16,1.52,8,18.24,932.72,2,0.16,1043.64,3,27.08,1033.8,2,96.64,1059.36,4,44.32,991,9,87.4,932.72,1,1198.52,1.52
Result 1,Trial   126,Arena 1,Novel,CH2_19.12.15_DVR1,F,0063,High,65.3482,0.0544568,9,945.56,945.56,235.72,9,19.32,235.16,0,0,-,0,0,-,0,0,-,0,0,-,9,254.48,0,1,1200.04,0
Result 1,Trial   126,Arena 2,Novel,CH2_19.12.15_DVR1,M,0011,High,3.09241,0.0172068,1,1172.52,152.24,1047.8,1,27.52,1020.28,0,0,-,0,0,-,0,0,-,0,0,-,1,27.52,1020.28,1,179.76,1020.28
Result 1,Trial   126,Arena 3,Novel,CH2_19.12.15_DVR1,F,0127,Low,185.402,0.673404,16,1063.64,138.96,924.68,18,28.12,924.8,1,0.04,1164.2,4,29.08,1105.8,2,20.28,1117.92,4,30.6,1103.4,18,85.52,924.8,1,275.36,924.68
Result 1,Trial   126,Arena 4,Novel,CH2_19.12.15_DVR1,F,0046,High,324.044,0.802089,15,813.72,17.72,796,16,112.88,796.28,5,14.16,873.24,12,48.64,864.4,6,101.08,871.24,11,61.6,863.44,20,223.64,796.28,1,404.04,796
Result 1,Trial   127,Arena 1,Novel,CH3_19.12.15_DVR1,F,0097,Low,299.445,0.51657,21,995.84,375.52,620.4,24,65.24,620.32,0,0,-,4,30.68,642.24,3,24.76,883.8,7,51.96,637.12,26,127.48,620.32,1,579.72,620.32
Result 1,Trial   127,Arena 2,Novel,CH3_19.12.15_DVR1,M,0146,High,611.179,0.509316,41,313.84,313.84,128.68,48,298.84,127.56,0,0,-,8,25.96,461.52,4,111.36,505.24,10,106.52,457.72,48,668.32,0,1,1200.04,0
Result 1,Trial   127,Arena 3,Novel,CH3_19.12.15_DVR1,F,0028,High,441.884,0.458557,13,466.88,230.52,247.68,19,138.76,236.36,7,150.84,586.72,10,94.08,570.2,3,257.64,567.52,7,91.28,317.36,18,384.24,236.36,1,963.68,236.36
Result 1,Trial   127,Arena 4,Novel,CH3_19.12.15_DVR1,F,0068,Low,838.992,0.91533,31,440.72,157.32,284.64,52,117.08,283.4,6,75.68,617.44,15,77.12,305.88,14,174.84,316.28,25,143,304.44,54,407.92,283.4,1,916.64,283.4
Result 1,Trial   128,Arena 1,Novel,CH4_19.12.15_DVR1,F,0060,High,13.3946,0.0940369,4,1116.84,59.28,1057.56,7,81.12,1057.8,0,0,-,0,0,-,0,0,-,0,0,-,3,83.2,1057.8,1,142.48,1057.56
Result 1,Trial   128,Arena 2,Novel,CH4_19.12.15_DVR1,F,0048,Low,839.603,0.699669,9,81.08,81.08,221.52,21,250.92,221.32,2,15.8,126.68,11,132.48,111.6,11,383.8,126.04,21,183.4,110.96,20,551.76,0,1,1200.04,0
Result 1,Trial   128,Arena 3,Novel,CH4_19.12.15_DVR1,M,0002,High,491.935,0.823957,7,746.6,143.64,602.96,10,23.68,639.48,1,0.56,672.32,5,27.48,663.88,7,164.64,665.64,17,77.64,662.96,17,211.16,639.48,1,597.08,602.96
Result 1,Trial   128,Arena 4,Novel,CH4_19.12.15_DVR1,M,0135,High,433.604,0.361337,21,843.32,843.32,0,24,58.96,460.36,0,0,-,7,62.24,470.8,7,87.16,492.44,11,101.6,465.8,24,167.96,460.36,1,1200.04,0
Result 1,Trial   129,Arena 1,Novel,CH1_20.12.15_DVR3,M,0142,High,1.93294E-13,2.16309E-15,1,1200.04,89.4,1110.64,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,89.4,1110.64
Result 1,Trial   129,Arena 2,Novel,CH1_20.12.15_DVR3,M,0021,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   129,Arena 3,Novel,CH1_20.12.15_DVR3,F,0114,Low,670.787,0.780493,21,644.56,304,340.56,28,22.28,340.6,0,0,-,6,23.88,502,8,271.2,505.44,16,80.12,501.04,29,204.16,340.6,1,859.48,340.56
Result 1,Trial   129,Arena 4,Novel,CH1_20.12.15_DVR3,F,0053,High,377.964,0.31497,11,218.32,218.32,656.28,21,33.76,649.2,0,0,-,4,21.6,638.92,3,60.12,624,8,66.48,612.32,17,855.12,0,1,1200.04,0
Result 1,Trial   130,Arena 1,Novel,CH2_20.12.15_DVR3,F,0063,High,8.96886,0.0830758,6,1108.92,16.88,1168.88,7,90.92,1092.04,0,0,-,0,0,-,0,0,-,0,0,-,6,91.12,1092.04,1,108,1092.04
Result 1,Trial   130,Arena 2,Novel,CH2_20.12.15_DVR3,M,0011,High,201.396,0.326327,7,917.84,335,582.84,49,138.92,844.04,0,0,-,2,14.04,1049.24,2,62.08,1044.32,3,5.16,1043.08,8,214.96,844.04,1,617.2,582.84
Result 1,Trial   130,Arena 3,Novel,CH2_20.12.15_DVR3,F,0127,Low,16.1363,0.261274,1,1153.96,15.72,1164.24,2,43.96,1138.24,0,0,-,0,0,-,0,0,-,0,0,-,2,46.08,1138.24,1,61.8,1138.24
Result 1,Trial   130,Arena 4,Novel,CH2_20.12.15_DVR3,F,0046,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   131,Arena 1,Novel,CH3_20.12.15_DVR3,F,0097,Low,941.961,1.38932,12,524.28,2.28,542.28,21,25.08,522,0,0,-,5,22.56,644.72,8,162.44,634.72,18,83.52,572.2,23,429.8,522,1,678.04,522
Result 1,Trial   131,Arena 2,Novel,CH3_20.12.15_DVR3,M,0146,High,485.408,0.716998,18,635.32,112.32,523,27,171.88,523.24,1,1.88,701.16,7,54.32,584.8,3,98.84,691.96,8,104.92,575.84,23,360.96,523.24,1,677.04,523
Result 1,Trial   131,Arena 3,Novel,CH3_20.12.15_DVR3,F,0028,High,569.368,0.474474,22,354.64,354.64,64.76,33,213.6,0,6,66.6,470.16,11,41.68,466.24,7,310.92,470.08,14,60.6,254.2,29,473.88,0,1,1200.04,0
Result 1,Trial   131,Arena 4,Novel,CH3_20.12.15_DVR3,F,0068,Low,770.817,1.0605,25,560.56,87.4,505.64,48,55.24,473.16,6,26.04,580.04,15,105.88,482.52,10,196.04,486.16,20,143.16,479.12,35,300.28,473.16,1,726.88,473.16
Result 1,Trial   132,Arena 1,Novel,CH4_20.12.15_DVR3,F,0060,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   132,Arena 2,Novel,CH4_20.12.15_DVR3,F,0048,Low,648.4,0.540333,5,11.44,11.44,597.72,21,226.6,540.44,0,0,-,8,41.52,479.8,6,202.04,486.08,14,116.92,469.24,14,869.64,0,1,1200.04,0
Result 1,Trial   132,Arena 3,Novel,CH4_20.12.15_DVR3,M,0002,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   132,Arena 4,Novel,CH4_20.12.15_DVR3,M,0135,High,765.948,1.04884,16,472.8,3.08,469.72,30,131.52,469.76,1,0.96,1060.44,13,63.88,474.36,8,117.68,522.08,16,113.52,473.04,24,496.04,469.76,1,730.32,469.72
Result 1,Trial   133,Arena 1,Novel,CH1_21.12.15_DVR3,M,0142,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   133,Arena 2,Novel,CH1_21.12.15_DVR3,M,0021,High,509.703,0.533676,25,782.52,537.6,292,31,19.64,244.92,0,0,-,4,13.12,253.72,5,116.16,348.4,12,182.36,249.16,33,119,244.92,1,955.12,244.92
Result 1,Trial   133,Arena 3,Novel,CH1_21.12.15_DVR3,F,0114,Low,605.594,0.549302,6,704.56,607.04,145.32,21,56.28,97.52,0,0,-,10,21.6,139.92,6,158.52,272.16,12,82.44,139.36,12,254.52,97.52,1,1102.52,97.52
Result 1,Trial   133,Arena 4,Novel,CH1_21.12.15_DVR3,F,0053,High,440.976,0.586311,5,802.28,354.4,724.36,10,38.76,447.88,0,0,-,12,22.44,517.44,3,127.48,579.4,11,56.24,483.72,13,214.04,447.88,1,752.16,447.88
Result 1,Trial   134,Arena 1,Novel,CH2_21.12.15_DVR3,F,0063,High,122.332,0.21592,5,942.16,308.72,633.44,7,154.16,633.8,0,0,-,3,34.6,639.76,3,45.2,645.2,6,29,637.16,7,183.68,633.8,1,566.6,633.44
Result 1,Trial   134,Arena 2,Novel,CH2_21.12.15_DVR3,M,0011,High,1.74715E-13,7.19938E-16,1,1200.04,242.72,957.32,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,242.72,957.32
Result 1,Trial   134,Arena 3,Novel,CH2_21.12.15_DVR3,F,0127,Low,807.627,0.838031,30,648.96,412.68,236.28,42,78.84,398.2,0,0,-,9,41.56,401.68,10,133.2,404.16,23,158.88,400.36,43,259,398.2,1,963.76,236.28
Result 1,Trial   134,Arena 4,Novel,CH2_21.12.15_DVR3,F,0046,High,288.892,0.240743,9,826.08,826.08,0,13,107.92,711.68,0,0,-,12,159.36,725.24,2,119.32,944.24,6,79.48,724.32,13,175.16,711.68,1,1200.04,0
